instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category
1882,2011-03-24,2,0,3,4,0,4,1,2,0.28,0.2727,1.0,0.194,0,1,1,24,March,Thursday,0,0,Summer,Mist,Low
1883,2011-03-24,2,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8,9,24,March,Thursday,0,0,Summer,Mist,Low
1884,2011-03-24,2,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41,41,24,March,Thursday,0,0,Summer,Mist,Medium
1885,2011-03-24,2,0,3,7,0,4,1,3,0.26,0.2576,1.0,0.2239,2,106,108,24,March,Thursday,0,1,Summer,Light_Rain,Medium
1886,2011-03-24,2,0,3,8,0,4,1,3,0.26,0.2273,1.0,0.2985,4,120,124,24,March,Thursday,0,1,Summer,Light_Rain,Medium
1887,2011-03-24,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97,24,March,Thursday,0,1,Summer,Mist,Medium
1888,2011-03-24,2,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55,65,24,March,Thursday,0,0,Summer,Mist,Medium
1889,2011-03-24,2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61,71,24,March,Thursday,0,0,Summer,Mist,Medium
1890,2011-03-24,2,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82,94,24,March,Thursday,0,0,Summer,Mist,Medium
1891,2011-03-24,2,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,11,90,101,24,March,Thursday,0,0,Summer,Mist,Medium
1892,2011-03-24,2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66,83,24,March,Thursday,0,0,Summer,Mist,Medium
1893,2011-03-24,2,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,13,77,90,24,March,Thursday,0,0,Summer,Mist,Medium
1894,2011-03-24,2,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78,84,24,March,Thursday,0,0,Summer,Mist,Medium
1895,2011-03-24,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221,233,24,March,Thursday,0,1,Summer,Mist,High
1896,2011-03-24,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214,24,March,Thursday,0,1,Summer,Mist,High
1897,2011-03-24,2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122,138,24,March,Thursday,0,1,Summer,Clear,Medium
1898,2011-03-24,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118,24,March,Thursday,0,0,Summer,Clear,Medium
1899,2011-03-24,2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67,78,24,March,Thursday,0,0,Summer,Clear,Medium
1900,2011-03-24,2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62,24,March,Thursday,0,0,Summer,Clear,Medium
1901,2011-03-24,2,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24,33,24,March,Thursday,0,0,Summer,Clear,Low
1902,2011-03-25,2,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17,18,25,March,Friday,0,0,Summer,Clear,Low
1903,2011-03-25,2,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5,25,March,Friday,0,0,Summer,Clear,Low
1904,2011-03-25,2,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5,25,March,Friday,0,0,Summer,Clear,Low
1905,2011-03-25,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2,25,March,Friday,0,0,Summer,Clear,Low
1906,2011-03-25,2,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5,25,March,Friday,0,0,Summer,Clear,Low
1907,2011-03-25,2,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9,25,March,Friday,0,0,Summer,Clear,Low
1908,2011-03-25,2,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32,25,March,Friday,0,0,Summer,Clear,Low
1909,2011-03-25,2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104,25,March,Friday,0,1,Summer,Clear,Medium
1910,2011-03-25,2,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228,237,25,March,Friday,0,1,Summer,Clear,High
1911,2011-03-25,2,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166,25,March,Friday,0,1,Summer,Clear,High
1912,2011-03-25,2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0.0,15,53,68,25,March,Friday,0,0,Summer,Clear,Medium
1913,2011-03-25,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75,25,March,Friday,0,0,Summer,Clear,Medium
1914,2011-03-25,2,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108,145,25,March,Friday,0,0,Summer,Clear,High
1915,2011-03-25,2,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104,138,25,March,Friday,0,0,Summer,Clear,Medium
1916,2011-03-25,2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103,133,25,March,Friday,0,0,Summer,Clear,Medium
1917,2011-03-25,2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122,25,March,Friday,0,0,Summer,Mist,Medium
1918,2011-03-25,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150,25,March,Friday,0,0,Summer,Mist,High
1919,2011-03-25,2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225,25,March,Friday,0,1,Summer,Mist,High
1920,2011-03-25,2,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190,198,25,March,Friday,0,1,Summer,Clear,High
1921,2011-03-25,2,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126,135,25,March,Friday,0,1,Summer,Mist,Medium
1922,2011-03-25,2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81,25,March,Friday,0,0,Summer,Mist,Medium
1923,2011-03-25,2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75,25,March,Friday,0,0,Summer,Mist,Medium
1924,2011-03-25,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43,25,March,Friday,0,0,Summer,Mist,Medium
1925,2011-03-25,2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39,25,March,Friday,0,0,Summer,Mist,Low
1926,2011-03-26,2,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,3,25,28,26,March,Saturday,1,0,Summer,Mist,Low
1927,2011-03-26,2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27,26,March,Saturday,1,0,Summer,Clear,Low
1928,2011-03-26,2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,4,21,25,26,March,Saturday,1,0,Summer,Clear,Low
1929,2011-03-26,2,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,2,7,9,26,March,Saturday,1,0,Summer,Clear,Low
1930,2011-03-26,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6,26,March,Saturday,1,0,Summer,Clear,Low
1931,2011-03-26,2,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,0,8,8,26,March,Saturday,1,0,Summer,Clear,Low
1932,2011-03-26,2,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8,10,26,March,Saturday,1,0,Summer,Clear,Low
1933,2011-03-26,2,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,18,23,41,26,March,Saturday,1,1,Summer,Clear,Medium
1934,2011-03-26,2,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,24,42,66,26,March,Saturday,1,1,Summer,Clear,Medium
1935,2011-03-26,2,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,32,68,100,26,March,Saturday,1,1,Summer,Clear,Medium
1936,2011-03-26,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125,26,March,Saturday,1,0,Summer,Clear,Medium
1937,2011-03-26,2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93,168,26,March,Saturday,1,0,Summer,Clear,High
1938,2011-03-26,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129,227,26,March,Saturday,1,0,Summer,Clear,High
1939,2011-03-26,2,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,94,145,239,26,March,Saturday,1,0,Summer,Clear,High
1940,2011-03-26,2,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,93,123,216,26,March,Saturday,1,0,Summer,Clear,High
1941,2011-03-26,2,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,110,109,219,26,March,Saturday,1,0,Summer,Clear,High
1942,2011-03-26,2,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,118,130,248,26,March,Saturday,1,0,Summer,Clear,High
1943,2011-03-26,2,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,102,101,203,26,March,Saturday,1,1,Summer,Clear,High
1944,2011-03-26,2,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,64,89,153,26,March,Saturday,1,1,Summer,Mist,High
1945,2011-03-26,2,0,3,19,0,6,0,2,0.28,0.2727,0.45,0.2537,45,93,138,26,March,Saturday,1,1,Summer,Mist,Medium
1946,2011-03-26,2,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,18,67,85,26,March,Saturday,1,0,Summer,Mist,Medium
1947,2011-03-26,2,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.194,15,36,51,26,March,Saturday,1,0,Summer,Mist,Medium
1948,2011-03-26,2,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,17,46,63,26,March,Saturday,1,0,Summer,Mist,Medium
1949,2011-03-26,2,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,10,31,41,26,March,Saturday,1,0,Summer,Mist,Medium
1950,2011-03-27,2,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,5,26,31,27,March,Sunday,1,0,Summer,Mist,Low
1951,2011-03-27,2,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,3,17,20,27,March,Sunday,1,0,Summer,Mist,Low
1952,2011-03-27,2,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194,6,15,21,27,March,Sunday,1,0,Summer,Light_Rain,Low
1953,2011-03-27,2,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,0,14,14,27,March,Sunday,1,0,Summer,Light_Rain,Low
1954,2011-03-27,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6,27,March,Sunday,1,0,Summer,Light_Rain,Low
1955,2011-03-27,2,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,0,2,2,27,March,Sunday,1,0,Summer,Light_Rain,Low
1956,2011-03-27,2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7,7,27,March,Sunday,1,1,Summer,Light_Rain,Low
1957,2011-03-27,2,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,6,8,14,27,March,Sunday,1,1,Summer,Clear,Low
1958,2011-03-27,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54,27,March,Sunday,1,1,Summer,Clear,Medium
1959,2011-03-27,2,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,27,59,86,27,March,Sunday,1,0,Summer,Mist,Medium
1960,2011-03-27,2,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85,108,27,March,Sunday,1,0,Summer,Mist,Medium
1961,2011-03-27,2,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,43,120,163,27,March,Sunday,1,0,Summer,Mist,High
1962,2011-03-27,2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147,27,March,Sunday,1,0,Summer,Clear,High
1963,2011-03-27,2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103,164,27,March,Sunday,1,0,Summer,Clear,High
1964,2011-03-27,2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172,27,March,Sunday,1,0,Summer,Clear,High
1965,2011-03-27,2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0.0,45,98,143,27,March,Sunday,1,0,Summer,Clear,High
1966,2011-03-27,2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,50,109,159,27,March,Sunday,1,1,Summer,Clear,High
1967,2011-03-27,2,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,32,105,137,27,March,Sunday,1,1,Summer,Clear,Medium
1968,2011-03-27,2,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,23,80,103,27,March,Sunday,1,1,Summer,Clear,Medium
1969,2011-03-27,2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,7,50,57,27,March,Sunday,1,0,Summer,Clear,Medium
1970,2011-03-27,2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,7,29,36,27,March,Sunday,1,0,Summer,Clear,Low
1971,2011-03-27,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25,30,27,March,Sunday,1,0,Summer,Clear,Low
1972,2011-03-27,2,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,3,16,19,27,March,Sunday,1,0,Summer,Clear,Low
1973,2011-03-28,2,0,3,0,0,1,1,1,0.22,0.2273,0.55,0.194,1,11,12,28,March,Monday,0,0,Summer,Clear,Low
1974,2011-03-28,2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,2,4,6,28,March,Monday,0,0,Summer,Clear,Low
1975,2011-03-28,2,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,0,5,5,28,March,Monday,0,0,Summer,Clear,Low
1976,2011-03-28,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2,28,March,Monday,0,0,Summer,Clear,Low
1977,2011-03-28,2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,0,8,8,28,March,Monday,0,0,Summer,Clear,Low
1978,2011-03-28,2,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,0,40,40,28,March,Monday,0,0,Summer,Clear,Low
1979,2011-03-28,2,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,6,104,110,28,March,Monday,0,1,Summer,Clear,Medium
1980,2011-03-28,2,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,15,239,254,28,March,Monday,0,1,Summer,Clear,High
1981,2011-03-28,2,0,3,9,0,1,1,2,0.22,0.2121,0.32,0.2239,12,109,121,28,March,Monday,0,1,Summer,Mist,Medium
1982,2011-03-28,2,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194,22,47,69,28,March,Monday,0,0,Summer,Clear,Medium
1983,2011-03-28,2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,18,39,57,28,March,Monday,0,0,Summer,Mist,Medium
1984,2011-03-28,2,0,3,12,0,1,1,2,0.26,0.2727,0.25,0.0,8,71,79,28,March,Monday,0,0,Summer,Mist,Medium
1985,2011-03-28,2,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,14,69,83,28,March,Monday,0,0,Summer,Mist,Medium
1986,2011-03-28,2,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,15,65,80,28,March,Monday,0,0,Summer,Clear,Medium
1987,2011-03-28,2,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,19,53,72,28,March,Monday,0,0,Summer,Clear,Medium
1988,2011-03-28,2,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,15,117,132,28,March,Monday,0,0,Summer,Clear,Medium
1989,2011-03-28,2,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,25,227,252,28,March,Monday,0,1,Summer,Clear,High
1990,2011-03-28,2,0,3,18,0,1,1,1,0.32,0.303,0.21,0.2836,21,220,241,28,March,Monday,0,1,Summer,Clear,High
1991,2011-03-28,2,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,17,156,173,28,March,Monday,0,1,Summer,Clear,High
1992,2011-03-28,2,0,3,20,0,1,1,1,0.32,0.3333,0.22,0.1045,5,107,112,28,March,Monday,0,0,Summer,Clear,Medium
1993,2011-03-28,2,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,6,55,61,28,March,Monday,0,0,Summer,Clear,Medium
1994,2011-03-28,2,0,3,22,0,1,1,1,0.3,0.2879,0.22,0.2239,0,40,40,28,March,Monday,0,0,Summer,Clear,Low
1995,2011-03-28,2,0,3,23,0,1,1,1,0.28,0.2576,0.24,0.2985,1,18,19,28,March,Monday,0,0,Summer,Clear,Low
1996,2011-03-29,2,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,1,15,16,29,March,Tuesday,0,0,Summer,Clear,Low
1997,2011-03-29,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,0,4,4,29,March,Tuesday,0,0,Summer,Clear,Low
1998,2011-03-29,2,0,3,2,0,2,1,1,0.24,0.2121,0.32,0.2985,0,3,3,29,March,Tuesday,0,0,Summer,Clear,Low
1999,2011-03-29,2,0,3,3,0,2,1,1,0.24,0.2121,0.32,0.2985,2,1,3,29,March,Tuesday,0,0,Summer,Clear,Low
2000,2011-03-29,2,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,1,1,2,29,March,Tuesday,0,0,Summer,Clear,Low
2001,2011-03-29,2,0,3,5,0,2,1,1,0.22,0.2121,0.37,0.2537,0,8,8,29,March,Tuesday,0,0,Summer,Clear,Low
2002,2011-03-29,2,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,4,46,50,29,March,Tuesday,0,0,Summer,Clear,Medium
2003,2011-03-29,2,0,3,7,0,2,1,1,0.22,0.197,0.41,0.3582,5,128,133,29,March,Tuesday,0,1,Summer,Clear,Medium
2004,2011-03-29,2,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,19,268,287,29,March,Tuesday,0,1,Summer,Clear,Very_High
2005,2011-03-29,2,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,16,156,172,29,March,Tuesday,0,1,Summer,Clear,High
2006,2011-03-29,2,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,13,46,59,29,March,Tuesday,0,0,Summer,Clear,Medium
2007,2011-03-29,2,0,3,11,0,2,1,2,0.34,0.303,0.25,0.3881,18,63,81,29,March,Tuesday,0,0,Summer,Mist,Medium
2008,2011-03-29,2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,29,77,106,29,March,Tuesday,0,0,Summer,Clear,Medium
2009,2011-03-29,2,0,3,13,0,2,1,1,0.34,0.303,0.25,0.2985,24,80,104,29,March,Tuesday,0,0,Summer,Clear,Medium
2010,2011-03-29,2,0,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,20,66,86,29,March,Tuesday,0,0,Summer,Clear,Medium
2011,2011-03-29,2,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,22,65,87,29,March,Tuesday,0,0,Summer,Clear,Medium
2012,2011-03-29,2,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,12,124,136,29,March,Tuesday,0,0,Summer,Clear,Medium
2013,2011-03-29,2,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,34,265,299,29,March,Tuesday,0,1,Summer,Clear,Very_High
2014,2011-03-29,2,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896,42,252,294,29,March,Tuesday,0,1,Summer,Clear,Very_High
2015,2011-03-29,2,0,3,19,0,2,1,1,0.34,0.3333,0.23,0.194,20,170,190,29,March,Tuesday,0,1,Summer,Clear,High
2016,2011-03-29,2,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,13,119,132,29,March,Tuesday,0,0,Summer,Clear,Medium
2017,2011-03-29,2,0,3,21,0,2,1,1,0.34,0.3636,0.42,0.0,8,75,83,29,March,Tuesday,0,0,Summer,Clear,Medium
2018,2011-03-29,2,0,3,22,0,2,1,1,0.34,0.3636,0.49,0.0,6,49,55,29,March,Tuesday,0,0,Summer,Clear,Medium
2019,2011-03-29,2,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,8,27,35,29,March,Tuesday,0,0,Summer,Mist,Low
2020,2011-03-30,2,0,3,0,0,3,1,2,0.32,0.3485,0.57,0.0,3,8,11,30,March,Wednesday,0,0,Summer,Mist,Low
2021,2011-03-30,2,0,3,1,0,3,1,1,0.32,0.3485,0.39,0.0,1,9,10,30,March,Wednesday,0,0,Summer,Clear,Low
2022,2011-03-30,2,0,3,2,0,3,1,2,0.32,0.3485,0.57,0.0,0,4,4,30,March,Wednesday,0,0,Summer,Mist,Low
2023,2011-03-30,2,0,3,3,0,3,1,2,0.32,0.3485,0.49,0.0,0,4,4,30,March,Wednesday,0,0,Summer,Mist,Low
2024,2011-03-30,2,0,3,4,0,3,1,2,0.32,0.3485,0.57,0.0,1,0,1,30,March,Wednesday,0,0,Summer,Mist,Low
2025,2011-03-30,2,0,3,5,0,3,1,2,0.3,0.2879,0.56,0.194,0,7,7,30,March,Wednesday,0,0,Summer,Mist,Low
2026,2011-03-30,2,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,4,44,48,30,March,Wednesday,0,0,Summer,Mist,Medium
2027,2011-03-30,2,0,3,7,0,3,1,2,0.32,0.3333,0.45,0.1045,8,128,136,30,March,Wednesday,0,1,Summer,Mist,Medium
2028,2011-03-30,2,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247,263,30,March,Wednesday,0,1,Summer,Mist,High
2029,2011-03-30,2,0,3,9,0,3,1,2,0.32,0.303,0.45,0.2239,7,147,154,30,March,Wednesday,0,1,Summer,Mist,High
2030,2011-03-30,2,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,13,51,64,30,March,Wednesday,0,0,Summer,Mist,Medium
2031,2011-03-30,2,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64,90,30,March,Wednesday,0,0,Summer,Mist,Medium
2032,2011-03-30,2,0,3,12,0,3,1,2,0.34,0.3333,0.46,0.1642,15,65,80,30,March,Wednesday,0,0,Summer,Mist,Medium
2033,2011-03-30,2,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,14,84,98,30,March,Wednesday,0,0,Summer,Mist,Medium
2034,2011-03-30,2,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64,80,30,March,Wednesday,0,0,Summer,Mist,Medium
2035,2011-03-30,2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70,30,March,Wednesday,0,0,Summer,Light_Rain,Medium
2036,2011-03-30,2,0,3,16,0,3,1,3,0.28,0.2727,0.87,0.2537,0,36,36,30,March,Wednesday,0,0,Summer,Light_Rain,Low
2037,2011-03-30,2,0,3,17,0,3,1,3,0.26,0.2727,0.93,0.1045,11,105,116,30,March,Wednesday,0,1,Summer,Light_Rain,Medium
2038,2011-03-30,2,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85,30,March,Wednesday,0,1,Summer,Mist,Medium
2039,2011-03-30,2,0,3,19,0,3,1,2,0.26,0.2576,0.93,0.2239,5,67,72,30,March,Wednesday,0,1,Summer,Mist,Medium
2040,2011-03-30,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40,44,30,March,Wednesday,0,0,Summer,Light_Rain,Medium
2041,2011-03-30,2,0,3,21,0,3,1,2,0.24,0.2273,0.93,0.2537,0,27,27,30,March,Wednesday,0,0,Summer,Mist,Low
2042,2011-03-30,2,0,3,22,0,3,1,3,0.24,0.2273,0.93,0.2239,3,21,24,30,March,Wednesday,0,0,Summer,Light_Rain,Low
2043,2011-03-30,2,0,3,23,0,3,1,3,0.24,0.2121,0.93,0.2836,1,11,12,30,March,Wednesday,0,0,Summer,Light_Rain,Low
2044,2011-03-31,2,0,3,0,0,4,1,3,0.24,0.2273,0.93,0.2239,0,3,3,31,March,Thursday,0,0,Summer,Light_Rain,Low
2045,2011-03-31,2,0,3,1,0,4,1,3,0.24,0.2273,0.93,0.194,1,4,5,31,March,Thursday,0,0,Summer,Light_Rain,Low
2046,2011-03-31,2,0,3,2,0,4,1,3,0.24,0.2273,0.93,0.194,0,5,5,31,March,Thursday,0,0,Summer,Light_Rain,Low
2047,2011-03-31,2,0,3,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,1,1,31,March,Thursday,0,0,Summer,Light_Rain,Low
2048,2011-03-31,2,0,3,4,0,4,1,3,0.24,0.2273,0.93,0.2537,0,2,2,31,March,Thursday,0,0,Summer,Light_Rain,Low
2049,2011-03-31,2,0,3,5,0,4,1,3,0.24,0.2273,0.93,0.2239,0,8,8,31,March,Thursday,0,0,Summer,Light_Rain,Low
2050,2011-03-31,2,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34,36,31,March,Thursday,0,0,Summer,Light_Rain,Low
2051,2011-03-31,2,0,3,7,0,4,1,3,0.24,0.2273,0.93,0.2537,5,87,92,31,March,Thursday,0,1,Summer,Light_Rain,Medium
2052,2011-03-31,2,0,3,8,0,4,1,2,0.24,0.2273,1.0,0.2537,7,185,192,31,March,Thursday,0,1,Summer,Mist,High
2053,2011-03-31,2,0,3,9,0,4,1,3,0.26,0.2424,0.93,0.2537,6,126,132,31,March,Thursday,0,1,Summer,Light_Rain,Medium
2054,2011-03-31,2,0,3,10,0,4,1,3,0.26,0.2424,0.93,0.2537,15,54,69,31,March,Thursday,0,0,Summer,Light_Rain,Medium
2055,2011-03-31,2,0,3,11,0,4,1,3,0.28,0.2727,0.93,0.194,6,52,58,31,March,Thursday,0,0,Summer,Light_Rain,Medium
2056,2011-03-31,2,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,17,73,90,31,March,Thursday,0,0,Summer,Light_Rain,Medium
2057,2011-03-31,2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,13,55,68,31,March,Thursday,0,0,Summer,Light_Rain,Medium
2058,2011-03-31,2,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,27,49,76,31,March,Thursday,0,0,Summer,Light_Rain,Medium
2059,2011-03-31,2,0,3,15,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61,65,31,March,Thursday,0,0,Summer,Light_Rain,Medium
2060,2011-03-31,2,0,3,16,0,4,1,2,0.3,0.2879,0.87,0.2537,13,72,85,31,March,Thursday,0,0,Summer,Mist,Medium
2061,2011-03-31,2,0,3,17,0,4,1,2,0.3,0.2879,0.87,0.2537,15,153,168,31,March,Thursday,0,1,Summer,Mist,High
2062,2011-03-31,2,0,3,18,0,4,1,2,0.3,0.303,0.87,0.1343,12,165,177,31,March,Thursday,0,1,Summer,Mist,High
2063,2011-03-31,2,0,3,19,0,4,1,2,0.3,0.303,0.87,0.1343,12,118,130,31,March,Thursday,0,1,Summer,Mist,Medium
2064,2011-03-31,2,0,3,20,0,4,1,3,0.28,0.2576,0.93,0.2836,6,79,85,31,March,Thursday,0,0,Summer,Light_Rain,Medium
2065,2011-03-31,2,0,3,21,0,4,1,2,0.28,0.2727,0.93,0.1642,7,53,60,31,March,Thursday,0,0,Summer,Mist,Medium
2066,2011-03-31,2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44,51,31,March,Thursday,0,0,Summer,Light_Rain,Medium
2067,2011-03-31,2,0,3,23,0,4,1,3,0.26,0.2576,1.0,0.1642,4,23,27,31,March,Thursday,0,0,Summer,Light_Rain,Low
