instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category,year,quarter,week_of_year,day_of_year,hour_group,business_hours,late_night,rush_hour,is_summer,is_winter,is_fall,is_spring,weather_severity,hr_sin,hr_cos,mnth_sin,mnth_cos
1571,2011-10-03,1,0,3,21,0,4,1,3,0.36,0.3485,0.0,0.2239,1,27,28,3,October,Monday,0,0,Spring,Light_Rain,Low,2011,4,40,276,Evening,0,0,0,0,0,0,1,Poor,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17
1572,2011-10-03,1,0,3,22,0,4,1,2,0.34,0.3333,0.0,0.1343,4,30,34,3,October,Monday,0,0,Spring,Mist,Low,2011,4,40,276,Evening,0,1,0,0,0,0,1,Moderate,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17
1573,2011-10-03,1,0,3,23,0,4,1,3,0.34,0.3485,0.0,0.0896,1,26,27,3,October,Monday,0,0,Spring,Light_Rain,Low,2011,4,40,276,Evening,0,1,0,0,0,0,1,Poor,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17
1574,2011-11-03,1,0,3,0,0,5,1,2,0.34,0.3485,1.0,0.0896,0,6,6,3,November,Thursday,0,0,Spring,Mist,Low,2011,4,44,307,Night,0,1,0,0,0,0,1,Moderate,0.0,1.0,1.0,6.123233995736766e-17
1575,2011-11-03,1,0,3,1,0,5,1,3,0.34,0.3485,1.0,0.1045,0,8,8,3,November,Thursday,0,0,Spring,Light_Rain,Low,2011,4,44,307,Night,0,1,0,0,0,0,1,Poor,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17
1576,2011-11-03,1,0,3,2,0,5,1,3,0.34,0.3485,1.0,0.1045,2,3,5,3,November,Thursday,0,0,Spring,Light_Rain,Low,2011,4,44,307,Night,0,1,0,0,0,0,1,Poor,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
1577,2011-11-03,1,0,3,3,0,5,1,2,0.32,0.3333,0.93,0.0896,0,2,2,3,November,Thursday,0,0,Spring,Mist,Low,2011,4,44,307,Night,0,1,0,0,0,0,1,Moderate,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17
1578,2011-11-03,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239,1,6,7,3,November,Thursday,0,0,Spring,Clear,Low,2011,4,44,307,Night,0,1,0,0,0,0,1,Good,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17
1579,2011-11-03,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,1,31,32,3,November,Thursday,0,0,Spring,Clear,Low,2011,4,44,307,Night,0,0,0,0,0,0,1,Good,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
1580,2011-11-03,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.194,10,104,114,3,November,Thursday,0,1,Spring,Clear,Medium,2011,4,44,307,Morning,0,0,1,0,0,0,1,Good,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17
1581,2011-11-03,1,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537,15,244,259,3,November,Thursday,0,1,Spring,Clear,High,2011,4,44,307,Morning,0,0,1,0,0,0,1,Good,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17
1582,2011-11-03,1,0,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836,13,143,156,3,November,Thursday,0,1,Spring,Mist,High,2011,4,44,307,Morning,1,0,1,0,0,0,1,Moderate,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17
1583,2011-11-03,1,0,3,10,0,5,1,2,0.32,0.303,0.57,0.2985,18,60,78,3,November,Thursday,0,0,Spring,Mist,Medium,2011,4,44,307,Morning,1,0,0,0,0,0,1,Moderate,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
1584,2011-11-03,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,14,67,81,3,November,Thursday,0,0,Spring,Mist,Medium,2011,4,44,307,Morning,1,0,0,0,0,0,1,Moderate,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
1585,2011-11-03,1,0,3,12,0,5,1,2,0.34,0.3182,0.53,0.2537,15,96,111,3,November,Thursday,0,0,Spring,Mist,Medium,2011,4,44,307,Morning,1,0,0,0,0,0,1,Moderate,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
1586,2011-11-03,1,0,3,13,0,5,1,1,0.36,0.3333,0.53,0.2537,15,92,107,3,November,Thursday,0,0,Spring,Clear,Medium,2011,4,44,307,Afternoon,1,0,0,0,0,0,1,Good,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
1587,2011-11-03,1,0,3,14,0,5,1,2,0.36,0.3333,0.5,0.3582,25,64,89,3,November,Thursday,0,0,Spring,Mist,Medium,2011,4,44,307,Afternoon,1,0,0,0,0,0,1,Moderate,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
1588,2011-11-03,1,0,3,15,0,5,1,2,0.34,0.3182,0.53,0.2537,21,64,85,3,November,Thursday,0,0,Spring,Mist,Medium,2011,4,44,307,Afternoon,1,0,0,0,0,0,1,Moderate,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
1589,2011-11-03,1,0,3,16,0,5,1,2,0.34,0.303,0.49,0.2985,18,95,113,3,November,Thursday,0,0,Spring,Mist,Medium,2011,4,44,307,Afternoon,1,0,0,0,0,0,1,Moderate,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
1590,2011-11-03,1,0,3,17,0,5,1,1,0.34,0.3182,0.49,0.2239,23,200,223,3,November,Thursday,0,1,Spring,Clear,High,2011,4,44,307,Afternoon,1,0,1,0,0,0,1,Good,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17
1591,2011-11-03,1,0,3,18,0,5,1,1,0.32,0.303,0.49,0.3284,19,134,153,3,November,Thursday,0,1,Spring,Clear,High,2011,4,44,307,Afternoon,1,0,1,0,0,0,1,Good,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17
1592,2011-11-03,1,0,3,19,0,5,1,1,0.3,0.2727,0.56,0.3284,7,111,118,3,November,Thursday,0,1,Spring,Clear,Medium,2011,4,44,307,Evening,0,0,1,0,0,0,1,Good,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17
1593,2011-11-03,1,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642,6,70,76,3,November,Thursday,0,0,Spring,Clear,Medium,2011,4,44,307,Evening,0,0,0,0,0,0,1,Good,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
1594,2011-11-03,1,0,3,21,0,5,1,2,0.3,0.2879,0.52,0.2537,10,43,53,3,November,Thursday,0,0,Spring,Mist,Medium,2011,4,44,307,Evening,0,0,0,0,0,0,1,Moderate,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17
1595,2011-11-03,1,0,3,22,0,5,1,1,0.3,0.303,0.52,0.1642,11,53,64,3,November,Thursday,0,0,Spring,Clear,Medium,2011,4,44,307,Evening,0,1,0,0,0,0,1,Good,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17
1596,2011-11-03,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537,3,34,37,3,November,Thursday,0,0,Spring,Clear,Low,2011,4,44,307,Evening,0,1,0,0,0,0,1,Good,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17
1597,2011-12-03,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343,4,30,34,3,December,Saturday,1,0,Spring,Clear,Low,2011,4,48,337,Night,0,1,0,0,0,0,1,Good,0.0,1.0,1.0,6.123233995736766e-17
1598,2011-12-03,1,0,3,1,0,6,0,1,0.24,0.2273,0.65,0.194,3,15,18,3,December,Saturday,1,0,Spring,Clear,Low,2011,4,48,337,Night,0,1,0,0,0,0,1,Good,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17
1599,2011-12-03,1,0,3,2,0,6,0,1,0.24,0.2273,0.65,0.194,0,14,14,3,December,Saturday,1,0,Spring,Clear,Low,2011,4,48,337,Night,0,1,0,0,0,0,1,Good,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
1600,2011-12-03,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537,1,6,7,3,December,Saturday,1,0,Spring,Clear,Low,2011,4,48,337,Night,0,1,0,0,0,0,1,Good,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17
1601,2011-12-03,1,0,3,4,0,6,0,1,0.24,0.2273,0.65,0.2537,0,1,1,3,December,Saturday,1,0,Spring,Clear,Low,2011,4,48,337,Night,0,1,0,0,0,0,1,Good,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
1602,2011-12-03,1,0,3,5,0,6,0,1,0.22,0.2273,0.69,0.194,0,2,2,3,December,Saturday,1,0,Spring,Clear,Low,2011,4,48,337,Night,0,1,0,0,0,0,1,Good,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17
1603,2011-12-03,1,0,3,6,0,6,0,1,0.22,0.2121,0.75,0.2537,2,2,4,3,December,Saturday,1,0,Spring,Clear,Low,2011,4,48,337,Night,0,0,0,0,0,0,1,Good,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
1604,2011-12-03,1,0,3,7,0,6,0,1,0.24,0.2273,0.7,0.194,4,19,23,3,December,Saturday,1,1,Spring,Clear,Low,2011,4,48,337,Morning,0,0,1,0,0,0,1,Good,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17
1605,2011-12-03,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,9,44,53,3,December,Saturday,1,1,Spring,Clear,Medium,2011,4,48,337,Morning,0,0,1,0,0,0,1,Good,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17
1606,2011-12-03,1,0,3,9,0,6,0,1,0.28,0.2879,0.65,0.1045,25,76,101,3,December,Saturday,1,1,Spring,Clear,Medium,2011,4,48,337,Morning,1,0,1,0,0,0,1,Good,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17
1607,2011-12-03,1,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239,21,78,99,3,December,Saturday,1,0,Spring,Clear,Medium,2011,4,48,337,Morning,1,0,0,0,0,0,1,Good,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
1608,2011-12-03,1,0,3,11,0,6,0,1,0.34,0.303,0.49,0.3284,36,83,119,3,December,Saturday,1,0,Spring,Clear,Medium,2011,4,48,337,Morning,1,0,0,0,0,0,1,Good,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
1609,2011-12-03,1,0,3,12,0,6,0,1,0.34,0.3182,0.53,0.2836,51,107,158,3,December,Saturday,1,0,Spring,Clear,High,2011,4,48,337,Morning,1,0,0,0,0,0,1,Good,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
1610,2011-12-03,1,0,3,13,0,6,0,1,0.36,0.3333,0.51,0.3582,62,95,157,3,December,Saturday,1,0,Spring,Clear,High,2011,4,48,337,Afternoon,1,0,0,0,0,0,1,Good,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
1611,2011-12-03,1,0,3,14,0,6,0,1,0.4,0.4091,0.5,0.4478,70,96,166,3,December,Saturday,1,0,Spring,Clear,High,2011,4,48,337,Afternoon,1,0,0,0,0,0,1,Good,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
1612,2011-12-03,1,0,3,15,0,6,0,1,0.42,0.4242,0.44,0.4925,81,101,182,3,December,Saturday,1,0,Spring,Clear,High,2011,4,48,337,Afternoon,1,0,0,0,0,0,1,Good,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
1613,2011-12-03,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478,100,144,244,3,December,Saturday,1,0,Spring,Clear,High,2011,4,48,337,Afternoon,1,0,0,0,0,0,1,Good,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
1614,2011-12-03,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,99,114,213,3,December,Saturday,1,1,Spring,Clear,High,2011,4,48,337,Afternoon,1,0,1,0,0,0,1,Good,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17
1615,2011-12-03,1,0,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642,54,91,145,3,December,Saturday,1,1,Spring,Clear,High,2011,4,48,337,Afternoon,1,0,1,0,0,0,1,Good,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17
1616,2011-12-03,1,0,3,19,0,6,0,1,0.42,0.4242,0.54,0.0896,26,86,112,3,December,Saturday,1,1,Spring,Clear,Medium,2011,4,48,337,Evening,0,0,1,0,0,0,1,Good,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17
1617,2011-12-03,1,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045,22,64,86,3,December,Saturday,1,0,Spring,Clear,Medium,2011,4,48,337,Evening,0,0,0,0,0,0,1,Good,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
1618,2011-12-03,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0.0,36,46,82,3,December,Saturday,1,0,Spring,Clear,Medium,2011,4,48,337,Evening,0,0,0,0,0,0,1,Good,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17
1619,2011-12-03,1,0,3,22,0,6,0,1,0.36,0.3788,0.71,0.0,7,56,63,3,December,Saturday,1,0,Spring,Clear,Medium,2011,4,48,337,Evening,0,1,0,0,0,0,1,Good,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17
1620,2011-12-03,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,11,38,49,3,December,Saturday,1,0,Spring,Clear,Medium,2011,4,48,337,Evening,0,1,0,0,0,0,1,Good,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17
2068,2011-01-04,2,0,4,0,0,5,1,3,0.26,0.2576,1.0,0.1642,0,6,6,4,January,Tuesday,0,0,Summer,Light_Rain,Low,2011,1,1,4,Night,0,1,0,1,0,0,0,Poor,0.0,1.0,0.8660254037844387,-0.4999999999999998
2069,2011-01-04,2,0,4,1,0,5,1,3,0.26,0.2576,1.0,0.1642,0,4,4,4,January,Tuesday,0,0,Summer,Light_Rain,Low,2011,1,1,4,Night,0,1,0,1,0,0,0,Poor,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2070,2011-01-04,2,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,0,7,7,4,January,Tuesday,0,0,Summer,Light_Rain,Low,2011,1,1,4,Night,0,1,0,1,0,0,0,Poor,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2071,2011-01-04,2,0,4,3,0,5,1,2,0.24,0.2273,0.93,0.2537,0,4,4,4,January,Tuesday,0,0,Summer,Mist,Low,2011,1,1,4,Night,0,1,0,1,0,0,0,Moderate,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2072,2011-01-04,2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,3,3,4,January,Tuesday,0,0,Summer,Mist,Low,2011,1,1,4,Night,0,1,0,1,0,0,0,Moderate,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2073,2011-01-04,2,0,4,5,0,5,1,3,0.24,0.2273,0.93,0.2239,1,11,12,4,January,Tuesday,0,0,Summer,Light_Rain,Low,2011,1,1,4,Night,0,1,0,1,0,0,0,Poor,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2074,2011-01-04,2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26,28,4,January,Tuesday,0,0,Summer,Light_Rain,Low,2011,1,1,4,Night,0,0,0,1,0,0,0,Poor,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2075,2011-01-04,2,0,4,7,0,5,1,3,0.24,0.2424,0.93,0.0,4,91,95,4,January,Tuesday,0,1,Summer,Light_Rain,Medium,2011,1,1,4,Morning,0,0,1,1,0,0,0,Poor,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2076,2011-01-04,2,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198,206,4,January,Tuesday,0,1,Summer,Mist,High,2011,1,1,4,Morning,0,0,1,1,0,0,0,Moderate,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2077,2011-01-04,2,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,11,162,173,4,January,Tuesday,0,1,Summer,Clear,High,2011,1,1,4,Morning,1,0,1,1,0,0,0,Good,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2078,2011-01-04,2,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,12,63,75,4,January,Tuesday,0,0,Summer,Clear,Medium,2011,1,1,4,Morning,1,0,0,1,0,0,0,Good,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2079,2011-01-04,2,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,17,72,89,4,January,Tuesday,0,0,Summer,Clear,Medium,2011,1,1,4,Morning,1,0,0,1,0,0,0,Good,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2080,2011-01-04,2,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,15,80,95,4,January,Tuesday,0,0,Summer,Clear,Medium,2011,1,1,4,Morning,1,0,0,1,0,0,0,Good,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2081,2011-01-04,2,0,4,13,0,5,1,1,0.36,0.3333,0.5,0.3582,18,92,110,4,January,Tuesday,0,0,Summer,Clear,Medium,2011,1,1,4,Afternoon,1,0,0,1,0,0,0,Good,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2082,2011-01-04,2,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,26,61,87,4,January,Tuesday,0,0,Summer,Mist,Medium,2011,1,1,4,Afternoon,1,0,0,1,0,0,0,Moderate,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2083,2011-01-04,2,0,4,15,0,5,1,1,0.34,0.303,0.46,0.4179,30,81,111,4,January,Tuesday,0,0,Summer,Clear,Medium,2011,1,1,4,Afternoon,1,0,0,1,0,0,0,Good,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2084,2011-01-04,2,0,4,16,0,5,1,1,0.34,0.303,0.46,0.4179,42,125,167,4,January,Tuesday,0,0,Summer,Clear,High,2011,1,1,4,Afternoon,1,0,0,1,0,0,0,Good,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2085,2011-01-04,2,0,4,17,0,5,1,1,0.34,0.303,0.46,0.3284,36,245,281,4,January,Tuesday,0,1,Summer,Clear,High,2011,1,1,4,Afternoon,1,0,1,1,0,0,0,Good,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2086,2011-01-04,2,0,4,18,0,5,1,1,0.34,0.303,0.46,0.3284,36,205,241,4,January,Tuesday,0,1,Summer,Clear,High,2011,1,1,4,Afternoon,1,0,1,1,0,0,0,Good,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2087,2011-01-04,2,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,16,120,136,4,January,Tuesday,0,1,Summer,Clear,Medium,2011,1,1,4,Evening,0,0,1,1,0,0,0,Good,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2088,2011-01-04,2,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,2,75,77,4,January,Tuesday,0,0,Summer,Clear,Medium,2011,1,1,4,Evening,0,0,0,1,0,0,0,Good,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2089,2011-01-04,2,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,9,84,93,4,January,Tuesday,0,0,Summer,Clear,Medium,2011,1,1,4,Evening,0,0,0,1,0,0,0,Good,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2090,2011-01-04,2,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,10,64,74,4,January,Tuesday,0,0,Summer,Clear,Medium,2011,1,1,4,Evening,0,1,0,1,0,0,0,Good,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2091,2011-01-04,2,0,4,23,0,5,1,1,0.3,0.3182,0.61,0.0896,12,41,53,4,January,Tuesday,0,0,Summer,Clear,Medium,2011,1,1,4,Evening,0,1,0,1,0,0,0,Good,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998
2092,2011-02-04,2,0,4,0,0,6,0,2,0.3,0.3333,0.61,0.0,3,29,32,4,February,Friday,1,0,Summer,Mist,Low,2011,1,5,35,Night,0,1,0,1,0,0,0,Moderate,0.0,1.0,0.8660254037844387,-0.4999999999999998
2093,2011-02-04,2,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,4,28,32,4,February,Friday,1,0,Summer,Clear,Low,2011,1,5,35,Night,0,1,0,1,0,0,0,Good,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2094,2011-02-04,2,0,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,1,20,21,4,February,Friday,1,0,Summer,Clear,Low,2011,1,5,35,Night,0,1,0,1,0,0,0,Good,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2095,2011-02-04,2,0,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,1,8,9,4,February,Friday,1,0,Summer,Clear,Low,2011,1,5,35,Night,0,1,0,1,0,0,0,Good,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2096,2011-02-04,2,0,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,0,5,5,4,February,Friday,1,0,Summer,Clear,Low,2011,1,5,35,Night,0,1,0,1,0,0,0,Good,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2097,2011-02-04,2,0,4,5,0,6,0,2,0.24,0.2424,0.75,0.1642,1,4,5,4,February,Friday,1,0,Summer,Mist,Low,2011,1,5,35,Night,0,1,0,1,0,0,0,Moderate,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2098,2011-02-04,2,0,4,6,0,6,0,1,0.26,0.2727,0.7,0.1045,5,7,12,4,February,Friday,1,0,Summer,Clear,Low,2011,1,5,35,Night,0,0,0,1,0,0,0,Good,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2099,2011-02-04,2,0,4,7,0,6,0,2,0.26,0.2727,0.7,0.1045,2,16,18,4,February,Friday,1,1,Summer,Mist,Low,2011,1,5,35,Morning,0,0,1,1,0,0,0,Moderate,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2100,2011-02-04,2,0,4,8,0,6,0,1,0.3,0.3182,0.7,0.1045,10,45,55,4,February,Friday,1,1,Summer,Clear,Medium,2011,1,5,35,Morning,0,0,1,1,0,0,0,Good,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2101,2011-02-04,2,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,22,65,87,4,February,Friday,1,1,Summer,Mist,Medium,2011,1,5,35,Morning,1,0,1,1,0,0,0,Moderate,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2102,2011-02-04,2,0,4,10,0,6,0,2,0.36,0.3485,0.57,0.1642,41,113,154,4,February,Friday,1,0,Summer,Mist,High,2011,1,5,35,Morning,1,0,0,1,0,0,0,Moderate,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2103,2011-02-04,2,0,4,11,0,6,0,2,0.4,0.4091,0.47,0.1642,72,126,198,4,February,Friday,1,0,Summer,Mist,High,2011,1,5,35,Morning,1,0,0,1,0,0,0,Moderate,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2104,2011-02-04,2,0,4,12,0,6,0,3,0.32,0.3333,0.81,0.1343,84,100,184,4,February,Friday,1,0,Summer,Light_Rain,High,2011,1,5,35,Morning,1,0,0,1,0,0,0,Poor,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2105,2011-02-04,2,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343,56,81,137,4,February,Friday,1,0,Summer,Clear,Medium,2011,1,5,35,Afternoon,1,0,0,1,0,0,0,Good,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2106,2011-02-04,2,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,97,93,190,4,February,Friday,1,0,Summer,Light_Rain,High,2011,1,5,35,Afternoon,1,0,0,1,0,0,0,Poor,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2107,2011-02-04,2,0,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,72,64,136,4,February,Friday,1,0,Summer,Light_Rain,Medium,2011,1,5,35,Afternoon,1,0,0,1,0,0,0,Poor,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2108,2011-02-04,2,0,4,16,0,6,0,1,0.38,0.3939,0.62,0.3284,111,85,196,4,February,Friday,1,0,Summer,Clear,High,2011,1,5,35,Afternoon,1,0,0,1,0,0,0,Good,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2109,2011-02-04,2,0,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,89,95,184,4,February,Friday,1,1,Summer,Clear,High,2011,1,5,35,Afternoon,1,0,1,1,0,0,0,Good,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2110,2011-02-04,2,0,4,18,0,6,0,1,0.38,0.3939,0.54,0.194,69,110,179,4,February,Friday,1,1,Summer,Clear,High,2011,1,5,35,Afternoon,1,0,1,1,0,0,0,Good,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2111,2011-02-04,2,0,4,19,0,6,0,1,0.36,0.3333,0.53,0.3582,71,77,148,4,February,Friday,1,1,Summer,Clear,High,2011,1,5,35,Evening,0,0,1,1,0,0,0,Good,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2112,2011-02-04,2,0,4,20,0,6,0,1,0.34,0.3182,0.53,0.2836,29,56,85,4,February,Friday,1,0,Summer,Clear,Medium,2011,1,5,35,Evening,0,0,0,1,0,0,0,Good,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2113,2011-02-04,2,0,4,21,0,6,0,1,0.32,0.303,0.61,0.2537,24,53,77,4,February,Friday,1,0,Summer,Clear,Medium,2011,1,5,35,Evening,0,0,0,1,0,0,0,Good,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2114,2011-02-04,2,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,14,41,55,4,February,Friday,1,0,Summer,Clear,Medium,2011,1,5,35,Evening,0,1,0,1,0,0,0,Good,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2115,2011-02-04,2,0,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,20,33,53,4,February,Friday,1,0,Summer,Clear,Medium,2011,1,5,35,Evening,0,1,0,1,0,0,0,Good,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998
