instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category,year,quarter,week_of_year,day_of_year,hour_group,business_hours,late_night,rush_hour,is_summer,is_winter,is_fall,is_spring,weather_severity,hr_sin,hr_cos,mnth_sin,mnth_cos
2256,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63,4,1,4,0,0,2,3,2,2011,3,31,216,1,0,0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2257,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54,4,1,4,0,0,2,3,2,2011,3,31,216,1,0,0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2258,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51,4,1,4,0,0,2,3,2,2011,3,31,216,1,0,1,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2259,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,4,31,35,4,1,4,0,0,2,3,1,2011,3,31,216,1,0,1,0,1,0,0,0,1,-0.2588190451025215,0.965925826289068,0.8660254037844387,-0.4999999999999998
2260,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,5,26,31,4,11,3,1,0,2,3,1,2011,3,35,247,3,0,1,0,1,0,0,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998
2261,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20,4,11,3,1,0,2,3,1,2011,3,35,247,3,0,1,0,1,0,0,0,1,0.2588190451025207,0.9659258262890684,0.8660254037844387,-0.4999999999999998
2262,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,2,15,17,4,11,3,1,0,2,3,1,2011,3,35,247,3,0,1,0,1,0,0,0,1,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2263,2,0,4,3,0,6,0,3,0.3,0.2879,1.0,0.2537,3,11,14,4,11,3,1,0,2,2,1,2011,3,35,247,3,0,1,0,1,0,0,0,2,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2264,2,0,4,4,0,6,0,3,0.3,0.2727,1.0,0.2537,0,3,3,4,11,3,1,0,2,2,1,2011,3,35,247,3,0,1,0,1,0,0,0,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2265,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5,4,11,3,1,0,2,3,1,2011,3,35,247,3,0,1,0,1,0,0,0,1,0.9659258262890684,0.2588190451025207,0.8660254037844387,-0.4999999999999998
2266,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,0,13,13,4,11,3,1,0,2,3,1,2011,3,35,247,3,0,0,0,1,0,0,0,1,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2267,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,8,13,21,4,11,3,1,1,2,3,1,2011,3,35,247,2,0,0,1,1,0,0,0,1,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998
2268,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,7,47,54,4,11,3,1,1,2,3,2,2011,3,35,247,2,0,0,1,1,0,0,0,1,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2269,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,27,71,98,4,11,3,1,1,2,3,2,2011,3,35,247,2,1,0,1,1,0,0,0,1,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2270,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,43,90,133,4,11,3,1,0,2,3,2,2011,3,35,247,2,1,0,0,1,0,0,0,1,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2271,2,0,4,11,0,6,0,2,0.36,0.3636,0.81,0.0,51,91,142,4,11,3,1,0,2,3,0,2011,3,35,247,2,1,0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2272,2,0,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,79,123,202,4,11,3,1,0,2,3,0,2011,3,35,247,2,1,0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2273,2,0,4,13,0,6,0,2,0.36,0.3788,0.81,0.0,114,108,222,4,11,3,1,0,2,3,0,2011,3,35,247,0,1,0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890684,0.8660254037844387,-0.4999999999999998
2274,2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343,94,118,212,4,11,3,1,0,2,3,0,2011,3,35,247,0,1,0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2275,2,0,4,15,0,6,0,2,0.36,0.3788,0.87,0.0,85,116,201,4,11,3,1,0,2,3,0,2011,3,35,247,0,1,0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2276,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0.0,73,118,191,4,11,3,1,0,2,3,0,2011,3,35,247,0,1,0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2277,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896,128,129,257,4,11,3,1,1,2,3,0,2011,3,35,247,0,1,0,1,1,0,0,0,1,-0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998
2278,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,48,129,177,4,11,3,1,1,2,3,0,2011,3,35,247,0,1,0,1,1,0,0,0,1,-1.0,-1.8369701987210294e-16,0.8660254037844387,-0.4999999999999998
2279,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,47,83,130,4,11,3,1,1,2,3,2,2011,3,35,247,1,0,0,1,1,0,0,0,1,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2280,2,0,4,20,0,6,0,2,0.38,0.3939,0.87,0.1642,19,74,93,4,11,3,1,0,2,3,2,2011,3,35,247,1,0,0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2281,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,10,65,75,4,11,3,1,0,2,3,2,2011,3,35,247,1,0,0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2282,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,21,66,87,4,11,3,1,0,2,3,2,2011,3,35,247,1,0,1,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2283,2,0,4,23,0,6,0,2,0.38,0.3939,0.87,0.0896,12,45,57,4,11,3,1,0,2,3,2,2011,3,35,247,1,0,1,0,1,0,0,0,1,-0.2588190451025215,0.965925826289068,0.8660254037844387,-0.4999999999999998
2284,2,0,4,0,0,0,0,2,0.38,0.3939,0.87,0.0896,5,48,53,4,10,5,1,0,2,3,2,2011,4,40,277,3,0,1,0,1,0,0,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998
2285,2,0,4,1,0,0,0,2,0.38,0.3939,0.87,0.1343,6,31,37,4,10,5,1,0,2,3,1,2011,4,40,277,3,0,1,0,1,0,0,0,1,0.2588190451025207,0.9659258262890684,0.8660254037844387,-0.4999999999999998
2286,2,0,4,2,0,0,0,2,0.38,0.3939,0.87,0.0896,12,24,36,4,10,5,1,0,2,3,1,2011,4,40,277,3,0,1,0,1,0,0,0,1,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2287,2,0,4,3,0,0,0,2,0.38,0.3939,0.87,0.1343,5,11,16,4,10,5,1,0,2,3,1,2011,4,40,277,3,0,1,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2288,2,0,4,4,0,0,0,2,0.36,0.3636,0.93,0.1045,3,2,5,4,10,5,1,0,2,3,1,2011,4,40,277,3,0,1,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2289,2,0,4,5,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,4,10,5,1,0,2,3,1,2011,4,40,277,3,0,1,0,1,0,0,0,1,0.9659258262890684,0.2588190451025207,0.8660254037844387,-0.4999999999999998
2290,2,0,4,6,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,4,10,5,1,0,2,3,1,2011,4,40,277,3,0,0,0,1,0,0,0,1,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2291,2,0,4,7,0,0,0,2,0.36,0.3636,1.0,0.0896,3,7,10,4,10,5,1,1,2,3,1,2011,4,40,277,2,0,0,1,1,0,0,0,1,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998
2292,2,0,4,8,0,0,0,2,0.38,0.3939,0.94,0.0896,17,38,55,4,10,5,1,1,2,3,2,2011,4,40,277,2,0,0,1,1,0,0,0,1,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2293,2,0,4,9,0,0,0,2,0.38,0.3939,0.94,0.1343,31,50,81,4,10,5,1,1,2,3,2,2011,4,40,277,2,1,0,1,1,0,0,0,1,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2294,2,0,4,10,0,0,0,2,0.4,0.4091,0.87,0.0,69,81,150,4,10,5,1,0,2,3,0,2011,4,40,277,2,1,0,0,1,0,0,0,1,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2295,2,0,4,11,0,0,0,2,0.4,0.4091,0.87,0.1343,93,109,202,4,10,5,1,0,2,3,0,2011,4,40,277,2,1,0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2296,2,0,4,12,0,0,0,2,0.42,0.4242,0.88,0.1343,94,136,230,4,10,5,1,0,2,3,0,2011,4,40,277,2,1,0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2297,2,0,4,13,0,0,0,1,0.46,0.4545,0.82,0.1045,121,142,263,4,10,5,1,0,2,0,0,2011,4,40,277,0,1,0,0,1,0,0,0,0,-0.2588190451025208,-0.9659258262890684,0.8660254037844387,-0.4999999999999998
2298,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194,148,133,281,4,10,5,1,0,2,0,0,2011,4,40,277,0,1,0,0,1,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2299,2,0,4,15,0,0,0,1,0.5,0.4848,0.77,0.2239,156,141,297,4,10,5,1,0,2,0,3,2011,4,40,277,0,1,0,0,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2300,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642,135,153,288,4,10,5,1,0,2,3,3,2011,4,40,277,0,1,0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2301,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,84,152,236,4,10,5,1,1,2,3,0,2011,4,40,277,0,1,0,1,1,0,0,0,1,-0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998
2302,2,0,4,18,0,0,0,1,0.5,0.4848,0.77,0.194,103,137,240,4,10,5,1,1,2,0,0,2011,4,40,277,0,1,0,1,1,0,0,0,0,-1.0,-1.8369701987210294e-16,0.8660254037844387,-0.4999999999999998
2303,2,0,4,19,0,0,0,1,0.5,0.4848,0.77,0.194,47,84,131,4,10,5,1,1,2,0,2,2011,4,40,277,1,0,0,1,1,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2304,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343,21,71,92,4,10,5,1,0,2,0,2,2011,4,40,277,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2305,2,0,4,21,0,0,0,1,0.44,0.4394,0.88,0.194,18,77,95,4,10,5,1,0,2,0,2,2011,4,40,277,1,0,0,0,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2306,2,0,4,22,0,0,0,1,0.44,0.4394,0.94,0.2537,12,45,57,4,10,5,1,0,2,0,2,2011,4,40,277,1,0,1,0,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2307,2,0,4,23,0,0,0,1,0.46,0.4545,0.88,0.3582,5,27,32,4,10,5,1,0,2,0,1,2011,4,40,277,1,0,1,0,1,0,0,0,0,-0.2588190451025215,0.965925826289068,0.8660254037844387,-0.4999999999999998
2308,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,7,16,23,4,9,0,0,0,2,0,1,2011,4,44,308,3,0,1,0,1,0,0,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998
2309,2,0,4,1,0,1,1,1,0.46,0.4545,0.94,0.2836,1,3,4,4,9,0,0,0,2,0,1,2011,4,44,308,3,0,1,0,1,0,0,0,0,0.2588190451025207,0.9659258262890684,0.8660254037844387,-0.4999999999999998
2310,2,0,4,2,0,1,1,1,0.46,0.4545,0.94,0.2836,7,2,9,4,9,0,0,0,2,0,1,2011,4,44,308,3,0,1,0,1,0,0,0,0,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2311,2,0,4,4,0,1,1,1,0.46,0.4545,0.94,0.194,0,1,1,4,9,0,0,0,2,0,1,2011,4,44,308,3,0,1,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2312,2,0,4,5,0,1,1,1,0.46,0.4545,0.94,0.194,1,12,13,4,9,0,0,0,2,0,1,2011,4,44,308,3,0,1,0,1,0,0,0,0,0.9659258262890684,0.2588190451025207,0.8660254037844387,-0.4999999999999998
2313,2,0,4,6,0,1,1,2,0.46,0.4545,1.0,0.2239,2,59,61,4,9,0,0,0,2,3,2,2011,4,44,308,3,0,0,0,1,0,0,0,1,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2314,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239,12,164,176,4,9,0,0,1,2,3,0,2011,4,44,308,2,0,0,1,1,0,0,0,1,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998
2315,2,0,4,8,0,1,1,2,0.52,0.5,0.88,0.2836,28,286,314,4,9,0,0,1,2,3,3,2011,4,44,308,2,0,0,1,1,0,0,0,1,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2316,2,0,4,9,0,1,1,2,0.56,0.5303,0.83,0.2836,33,132,165,4,9,0,0,1,2,3,0,2011,4,44,308,2,1,0,1,1,0,0,0,1,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2317,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,41,55,96,4,9,0,0,0,2,3,2,2011,4,44,308,2,1,0,0,1,0,0,0,1,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2318,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985,45,59,104,4,9,0,0,0,2,3,2,2011,4,44,308,2,1,0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2319,2,0,4,12,0,1,1,2,0.6,0.5909,0.73,0.3284,37,97,134,4,9,0,0,0,2,3,2,2011,4,44,308,2,1,0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2320,2,0,4,13,0,1,1,2,0.64,0.6061,0.69,0.4179,62,77,139,4,9,0,0,0,2,3,2,2011,4,44,308,0,1,0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890684,0.8660254037844387,-0.4999999999999998
2321,2,0,4,14,0,1,1,2,0.72,0.6667,0.54,0.3582,60,85,145,4,9,0,0,0,2,3,0,2011,4,44,308,0,1,0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2322,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224,56,85,141,4,9,0,0,0,2,0,2,2011,4,44,308,0,1,0,0,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2323,2,0,4,16,0,1,1,1,0.74,0.6667,0.48,0.5224,73,162,235,4,9,0,0,0,2,0,0,2011,4,44,308,0,1,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2324,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224,100,352,452,4,9,0,0,1,2,0,3,2011,4,44,308,0,1,0,1,1,0,0,0,0,-0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998
2325,2,0,4,18,0,1,1,1,0.72,0.6667,0.51,0.3881,93,290,383,4,9,0,0,1,2,0,3,2011,4,44,308,0,1,0,1,1,0,0,0,0,-1.0,-1.8369701987210294e-16,0.8660254037844387,-0.4999999999999998
2326,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,73,211,284,4,9,0,0,1,2,0,3,2011,4,44,308,1,0,0,1,1,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2327,2,0,4,20,0,1,1,1,0.68,0.6364,0.57,0.5224,44,122,166,4,9,0,0,0,2,0,0,2011,4,44,308,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2328,2,0,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537,39,119,158,4,9,0,0,0,2,0,0,2011,4,44,308,1,0,0,0,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2329,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836,25,66,91,4,9,0,0,0,2,3,2,2011,4,44,308,1,0,1,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2330,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0.0,16,38,54,4,9,0,0,0,2,2,2,2011,4,44,308,1,0,1,0,1,0,0,0,2,-0.2588190451025215,0.965925826289068,0.8660254037844387,-0.4999999999999998
2331,2,0,4,0,0,2,1,2,0.62,0.6212,0.5,0.1045,11,13,24,4,2,3,0,0,2,3,1,2011,4,48,338,3,0,1,0,1,0,0,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998
2332,2,0,4,1,0,2,1,2,0.62,0.6212,0.5,0.0896,6,7,13,4,2,3,0,0,2,3,1,2011,4,48,338,3,0,1,0,1,0,0,0,1,0.2588190451025207,0.9659258262890684,0.8660254037844387,-0.4999999999999998
2333,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,7,7,14,4,2,3,0,0,2,3,1,2011,4,48,338,3,0,1,0,1,0,0,0,1,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2334,2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343,0,1,1,4,2,3,0,0,2,3,1,2011,4,48,338,3,0,1,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2335,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343,4,2,6,4,2,3,0,0,2,3,1,2011,4,48,338,3,0,1,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2336,2,0,4,5,0,2,1,2,0.54,0.5152,0.68,0.1343,1,15,16,4,2,3,0,0,2,3,1,2011,4,48,338,3,0,1,0,1,0,0,0,1,0.9659258262890684,0.2588190451025207,0.8660254037844387,-0.4999999999999998
2337,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836,3,55,58,4,2,3,0,0,2,3,2,2011,4,48,338,3,0,0,0,1,0,0,0,1,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2338,2,0,4,7,0,2,1,2,0.54,0.5152,0.68,0.2239,12,177,189,4,2,3,0,1,2,3,0,2011,4,48,338,2,0,0,1,1,0,0,0,1,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998
2339,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881,15,211,226,4,2,3,0,1,2,2,0,2011,4,48,338,2,0,0,1,1,0,0,0,2,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2340,2,0,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925,4,50,54,4,2,3,0,1,2,2,2,2011,4,48,338,2,1,0,1,1,0,0,0,2,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2341,2,0,4,10,0,2,1,3,0.5,0.4848,0.82,0.4179,6,34,40,4,2,3,0,0,2,2,1,2011,4,48,338,2,1,0,0,1,0,0,0,2,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2342,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,11,38,49,4,2,3,0,0,2,0,2,2011,4,48,338,2,1,0,0,1,0,0,0,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2343,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,9,83,92,4,2,3,0,0,2,3,2,2011,4,48,338,2,1,0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2344,2,0,4,13,0,2,1,3,0.54,0.5152,0.68,0.2836,22,84,106,4,2,3,0,0,2,2,2,2011,4,48,338,0,1,0,0,1,0,0,0,2,-0.2588190451025208,-0.9659258262890684,0.8660254037844387,-0.4999999999999998
2345,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836,16,28,44,4,2,3,0,0,2,3,2,2011,4,48,338,0,1,0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2346,2,0,4,15,0,2,1,2,0.48,0.4697,0.77,0.5224,24,54,78,4,2,3,0,0,2,3,2,2011,4,48,338,0,1,0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2347,2,0,4,16,0,2,1,2,0.48,0.4697,0.77,0.3881,19,80,99,4,2,3,0,0,2,3,2,2011,4,48,338,0,1,0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2348,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239,29,262,291,4,2,3,0,1,2,2,3,2011,4,48,338,0,1,0,1,1,0,0,0,2,-0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998
2349,2,0,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239,21,203,224,4,2,3,0,1,2,2,0,2011,4,48,338,0,1,0,1,1,0,0,0,2,-1.0,-1.8369701987210294e-16,0.8660254037844387,-0.4999999999999998
2350,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,3,127,130,4,2,3,0,1,2,3,2,2011,4,48,338,1,0,0,1,1,0,0,0,1,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2351,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836,9,94,103,4,2,3,0,0,2,3,2,2011,4,48,338,1,0,0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2352,2,0,4,21,0,2,1,2,0.42,0.4242,0.82,0.194,10,74,84,4,2,3,0,0,2,3,2,2011,4,48,338,1,0,0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2353,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,7,47,54,4,2,3,0,0,2,3,2,2011,4,48,338,1,0,1,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2354,2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,8,31,39,4,2,3,0,0,2,3,1,2011,4,48,338,1,0,1,0,1,0,0,0,1,-0.2588190451025215,0.965925826289068,0.8660254037844387,-0.4999999999999998
2787,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,19,77,96,5,4,6,1,0,2,0,2,2011,1,1,5,3,0,1,0,1,0,0,0,0,0.0,1.0,0.4999999999999999,-0.8660254037844387
2788,2,0,5,1,0,0,0,1,0.42,0.4242,0.69,0.1045,9,50,59,5,4,6,1,0,2,0,2,2011,1,1,5,3,0,1,0,1,0,0,0,0,0.2588190451025207,0.9659258262890684,0.4999999999999999,-0.8660254037844387
2789,2,0,5,2,0,0,0,1,0.42,0.4242,0.77,0.1045,7,43,50,5,4,6,1,0,2,0,2,2011,1,1,5,3,0,1,0,1,0,0,0,0,0.4999999999999999,0.8660254037844387,0.4999999999999999,-0.8660254037844387
2790,2,0,5,3,0,0,0,1,0.4,0.4091,0.82,0.1045,8,15,23,5,4,6,1,0,2,0,1,2011,1,1,5,3,0,1,0,1,0,0,0,0,0.7071067811865476,0.7071067811865476,0.4999999999999999,-0.8660254037844387
2791,2,0,5,4,0,0,0,1,0.4,0.4091,0.76,0.1045,6,11,17,5,4,6,1,0,2,0,1,2011,1,1,5,3,0,1,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387
2792,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,0,10,10,5,4,6,1,0,2,0,1,2011,1,1,5,3,0,1,0,1,0,0,0,0,0.9659258262890684,0.2588190451025207,0.4999999999999999,-0.8660254037844387
2793,2,0,5,6,0,0,0,2,0.4,0.4091,0.82,0.0896,4,9,13,5,4,6,1,0,2,3,1,2011,1,1,5,3,0,0,0,1,0,0,0,1,1.0,6.123233995736766e-17,0.4999999999999999,-0.8660254037844387
2794,2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,7,26,33,5,4,6,1,1,2,3,1,2011,1,1,5,2,0,0,1,1,0,0,0,1,0.9659258262890684,-0.2588190451025206,0.4999999999999999,-0.8660254037844387
2795,2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,16,43,59,5,4,6,1,1,2,3,2,2011,1,1,5,2,0,0,1,1,0,0,0,1,0.8660254037844387,-0.4999999999999998,0.4999999999999999,-0.8660254037844387
2796,2,0,5,9,0,0,0,2,0.46,0.4545,0.72,0.1343,45,96,141,5,4,6,1,1,2,3,2,2011,1,1,5,2,1,0,1,1,0,0,0,1,0.7071067811865476,-0.7071067811865475,0.4999999999999999,-0.8660254037844387
2797,2,0,5,10,0,0,0,2,0.48,0.4697,0.63,0.194,109,155,264,5,4,6,1,0,2,3,0,2011,1,1,5,2,1,0,0,1,0,0,0,1,0.4999999999999999,-0.8660254037844387,0.4999999999999999,-0.8660254037844387
2798,2,0,5,11,0,0,0,1,0.46,0.4545,0.82,0.1045,109,141,250,5,4,6,1,0,2,0,0,2011,1,1,5,2,1,0,0,1,0,0,0,0,0.258819045102521,-0.9659258262890682,0.4999999999999999,-0.8660254037844387
2799,2,0,5,12,0,0,0,2,0.48,0.4697,0.77,0.1045,109,172,281,5,4,6,1,0,2,3,0,2011,1,1,5,2,1,0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0,0.4999999999999999,-0.8660254037844387
